# BL4 Weapons Tab — Dropdown Label Reference
# Edit the `label` column to change how each Weapon-Part option appears
# in the tab's dropdowns. TAB-separated. Blank lines and lines starting
# with # are ignored. The loader keys off (mfg_id, part_id, part_type);
# do NOT edit the first four columns.
#
# Element and Skin labels are NOT overridable here — they render straight
# from elemental.csv / skin.csv in the current UI language so a snapshot
# in one language doesn't force-render into other-language sessions.
#
# Sections:
#   [weapon]  — one row per (mfg_id, part_id, part_type) in all_weapon_part.csv

# section	mfg_id	part_id	part_type	label

[weapon]
weapon	13	1	Body	1 - (base)	# Daedalus Assault Rifle
weapon	13	2	Body Accessory	2 - Reload ×0.928	# Daedalus Assault Rifle
weapon	13	3	Body Accessory	3 - Reload ×0.928	# Daedalus Assault Rifle
weapon	13	4	Body Accessory	4 - Sprd ×0.921	# Daedalus Assault Rifle
weapon	13	5	Body Accessory	5 - No stat changes	# Daedalus Assault Rifle
weapon	13	6	Barrel	6 - Spec-Tec, 1352 Dmg, 78% Acc, 6.8/s FR	# Daedalus Assault Rifle
weapon	13	7	Barrel	7 - F.A.N.G., 1584 Dmg, 84% Acc, 5.5/s FR	# Daedalus Assault Rifle
weapon	13	8	Barrel	8 - Oscar Mike, 1204 Dmg, 76% Acc, 6.8/s FR	# Daedalus Assault Rifle
weapon	13	9	Barrel Accessory	9 - Dmg ×1.075	# Daedalus Assault Rifle
weapon	13	10	Barrel Accessory	10 - Crit Dmg +20%	# Daedalus Assault Rifle
weapon	13	11	Barrel Accessory	11 - Sprd ×0.921	# Daedalus Assault Rifle
weapon	13	12	Barrel Accessory	12 - Sprd ×0.921	# Daedalus Assault Rifle
weapon	13	13	Barrel Accessory	13 - Dmg ×1.075	# Daedalus Assault Rifle
weapon	13	14	Barrel Accessory	14 - Sprd ×0.921	# Daedalus Assault Rifle
weapon	13	15	Barrel Accessory	15 - FR ×1.05	# Daedalus Assault Rifle
weapon	13	16	Barrel Accessory	16 - FR ×1.05	# Daedalus Assault Rifle
weapon	13	17	Manufacturer Part	17 - Jak, Crit Dmg +10%, Crits Ric to nearby enemies	# Daedalus Assault Rifle
weapon	13	18	Tediore Payload	18 - Ted Throw, Throws a Gun on Reload	# Daedalus Assault Rifle
weapon	13	20	Tediore Payload	20 - Ted Shooting, Shoots enemies until it is out of Ammo	# Daedalus Assault Rifle
weapon	13	21	Tediore Payload	21 - Ted MIRV, Thrown Gun spawns 4 Nades on impact	# Daedalus Assault Rifle
weapon	13	22	Tediore Payload	22 - Ted Combo Thrown Gun can be shot to increase the explosion's Dmg	# Daedalus Assault Rifle
weapon	13	23	Manufacturer Part	23 - Hyp Weapon Shld, Enables the Hyp front weapon shld and its shld parts	# Daedalus Assault Rifle
weapon	13	24	Magazine	24 - Base 28, Reload 2.1s	# Daedalus Assault Rifle
weapon	13	25	Magazine	25 - Base 36, Reload 2.6s	# Daedalus Assault Rifle
weapon	13	26	Magazine	26 - Tor-lic., Base 20, Reload 2s, Dmg ×1.3, FR ×0.85, Recl ×1.3, Sway ×1.15	# Daedalus Assault Rifle
weapon	13	27	Magazine	27 - COV Mag, ~50 shots→OH, Cool 0.25/s, Cool Del 3s, OH Repair 4.3s, Dmg ×1.1, Sprd ×1.4, Recl ×1.1, Sway ×1.25, Acc Res ×2.25	# Daedalus Assault Rifle
weapon	13	28	Magazine	28 - Rip, Borg-lic., Base 44, Reload 3s, Charge 1s, Dmg ×1.05, FR ×1.1, Sprd ×0.95, Recl ×1.05, Acc Res ×1.9	# Daedalus Assault Rifle
weapon	13	29	Manufacturer Part	29 - Tor, Splash R 100cm	# Daedalus Assault Rifle
weapon	13	30	Tediore Throw Reload	30 - Throwload 2s, Reload@ 75%	# Daedalus Assault Rifle
weapon	13	31	Tediore Throw Reload	31 - Throwload 2s, Reload@ 75%	# Daedalus Assault Rifle
weapon	13	32	Manufacturer Part	32 - Tor, Splash R 100cm	# Daedalus Assault Rifle
